,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,new_age,sex_code,embarked_num
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,adult,1,0
444,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,,0,0
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,child,0,0
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,child,1,0
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,adult,0,0
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,child,1,1
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,adult,0,0
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,adult,0,0
451,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,,0,0
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,adult,0,1
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,adult,0,1
454,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,0,0
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,adult,0,1
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,adult,0,0
457,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,,1,0
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,adult,1,0
459,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,0,2
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,adult,0,0
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,adult,0,0
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,adult,0,0
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,adult,0,0
464,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,0,0
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,adult,0,0
466,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,0,0
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,adult,0,0
468,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,,0,2
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,child,1,1
470,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,,0,0
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,adult,0,0
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,adult,1,0
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,young adult,1,1
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,young adult,1,0
475,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,,0,0
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,adult,0,0
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,adult,0,0
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,young adult,0,0
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,child,1,0
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,child,0,0
481,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,,0,0
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,adult,0,0
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,adult,1,0
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,adult,0,1
485,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,,1,0
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,adult,1,0
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,adult,0,1
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,adult,0,0
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,child,0,0
490,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,,0,0
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,young adult,0,0
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,adult,0,0
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,adult,0,1
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,young adult,0,0
495,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,,0,1
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,adult,1,1
497,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,,0,0
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,adult,1,0
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,young adult,0,0
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,child,0,0
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,young adult,1,2
502,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,,1,2
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,adult,1,0
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,child,1,0
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,child,0,1
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,adult,1,0
507,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,,0,0
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,adult,0,0
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,adult,0,0
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,adult,0,2
511,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,0,0
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,adult,0,0
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,adult,1,1
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,young adult,0,0
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,adult,0,0
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,adult,1,0
517,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,,0,2
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,adult,1,0
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,adult,0,0
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,adult,1,0
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,young adult,0,0
522,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,0,1
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,adult,1,1
524,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,0,1
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,adult,0,2
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,adult,1,0
527,0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,,0,0
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,adult,0,0
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,young adult,0,0
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,child,1,0
531,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,0,1
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,child,0,1
533,1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,,1,1
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,adult,1,0
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,child,1,0
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,adult,0,0
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,adult,1,1
538,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,,0,0
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,young adult,1,1
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,adult,1,0
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,child,1,0
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,child,1,0
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,adult,0,0
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,adult,0,1
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,adult,0,0
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,young adult,1,0
547,1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,,0,1
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,adult,0,0
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,child,0,0
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,child,0,1
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,adult,0,0
552,0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,,0,2
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,young adult,0,1
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,young adult,1,0
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,adult,0,0
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,adult,1,1
557,0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,,0,1
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,adult,1,0
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,adult,1,0
560,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,0,2
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,adult,0,0
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,adult,0,0
563,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,0,0
564,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,,1,0
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,young adult,0,0
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,young adult,0,0
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,adult,1,0
568,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,,0,1
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,adult,0,0
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,adult,0,0
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,adult,1,0
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,adult,0,0
573,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,,1,2
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,child,0,0
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,young adult,0,0
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,adult,1,0
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,adult,1,0
578,0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,,1,1
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,adult,0,0
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,adult,1,0
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,adult,1,1
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,adult,0,0
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,adult,0,1
584,0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,,0,1
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,child,1,0
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,adult,0,0
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,adult,0,1
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,young adult,0,0
589,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,,0,0
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,adult,0,0
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,adult,1,1
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,adult,0,0
593,0,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,,1,2
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,adult,0,0
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,adult,0,0
596,1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,,1,0
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,adult,0,0
598,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,,0,1
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,adult,0,1
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,young adult,1,0
601,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,0,0
602,0,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,,0,0
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,adult,0,0
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,adult,0,1
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,adult,0,0
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,adult,0,0
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,adult,0,0
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,young adult,1,1
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,adult,1,0
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,adult,1,0
611,0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,,0,0
612,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,,1,2
613,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,,0,2
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,adult,0,0
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,young adult,1,0
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,adult,0,0
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,adult,1,0
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,child,1,0
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,adult,0,0
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,adult,0,1
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,adult,0,0
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,young adult,0,1
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,young adult,0,0
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,young adult,0,0
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,adult,0,0
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,adult,0,2
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,young adult,1,0
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,adult,0,0
629,0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,,0,2
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,adult,0,0
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,adult,0,0
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,adult,0,1
633,0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,,0,0
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,child,1,0
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,adult,1,0
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,adult,0,0
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,adult,0,0
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,adult,1,0
639,0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,,0,0
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,young adult,0,0
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,young adult,1,1
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,child,1,0
643,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,,0,0
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,child,1,1
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,adult,0,1
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,young adult,0,0
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,adult,0,1
648,0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,,0,0
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,young adult,1,0
650,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,0,0
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,child,1,0
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,young adult,0,0
653,1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,,1,2
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,child,1,2
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,young adult,0,0
656,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,,0,0
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,adult,1,2
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,young adult,0,0
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,adult,0,1
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,adult,0,0
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,adult,0,1
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,adult,0,0
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,adult,0,0
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,young adult,0,0
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,adult,0,0
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,adult,0,0
